label,problem,algorithm,mode,variation,dvl_fraction,m,problem_k,max_evaluations,seed,cpu_time_seconds,model_training_time,real_evaluation_time,objective_calls,dvl_evaluations,moea_evaluations,sample_size,estimated_points,population_size_final,hypervolume,status,error_message
DTLZ2_m3_e1500,DTLZ2,NSGAIII,dvl_framework,dvl_50,0.5,3,10,1500,57,76.05141113499121,74.07052881394338,0.036546918883686885,1500,750,750,659,91,91,0.9815871986815349,success,
DTLZ2_m3_e1500,DTLZ2,NSGAIII,dvl_framework,dvl_25,0.25,3,10,1500,58,58.94144224199408,56.4562914170092,0.03558657465327997,1500,375,1125,284,91,87,0.9941995952962778,success,
DTLZ2_m3_e1500,DTLZ2,NSGAIII,pure_moea,pure_moea,0.0,3,10,1500,61,2.7591614779958036,0.0,0.035842911747749895,1500,0,1500,0,0,87,0.9964191314582227,success,
DTLZ2_m3_e1500,DTLZ2,NSGAIII,dvl_framework,dvl_75,0.75,3,10,1500,56,97.36832898300781,96.24699382491235,0.037648430254193954,1500,1125,375,1034,91,91,0.9366093350654296,success,
DTLZ2_m3_e1500,DTLZ2,NSGAIII,dvl_framework,dvl_25,0.25,3,10,1500,59,57.3513660870085,54.66485149406071,0.040534797677537426,1500,375,1125,284,91,89,0.9798056328270002,success,
DTLZ2_m3_e1500,DTLZ2,NSGAIII,dvl_framework,dvl_50,0.5,3,10,1500,58,77.71801507999771,75.89164587901905,0.036009214192745276,1500,750,750,659,91,83,0.9615149232875699,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,pure_moea,pure_moea,0.0,3,10,250,42,0.08648741400975268,0.0,0.005054886118159629,250,0,250,0,0,22,0.0,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_25,0.25,3,10,250,42,0.5103313569998136,0.3551442600291921,0.005440456108772196,250,62,188,31,31,17,0.0,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_50,0.5,3,10,250,42,1.0478891429957002,0.8251856880524429,0.004942276078509167,250,125,125,63,62,23,0.3892775286575455,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_75,0.75,3,10,250,42,1.7870861389965285,1.476622496949858,0.005622927128570154,278,188,90,97,91,91,0.5307666676974503,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,pure_moea,pure_moea,0.0,3,10,250,43,0.0898164599930169,0.0,0.005093919986393303,250,0,250,0,0,19,0.0,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_25,0.25,3,10,250,43,0.5137039360124618,0.3559322959772544,0.004914060875307769,250,62,188,31,31,18,0.0,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_50,0.5,3,10,250,43,1.020974244995159,0.8012380730215227,0.004842339112656191,250,125,125,63,62,34,0.668323929508596,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_75,0.75,3,10,250,43,1.7156847739970544,1.4157491049845703,0.005182054912438616,278,188,90,97,91,91,0.6967108840969045,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,pure_moea,pure_moea,0.0,3,10,250,44,0.08803813099802937,0.0,0.004986980959074572,250,0,250,0,0,16,0.0,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_25,0.25,3,10,250,44,0.5033104040048784,0.3632830619462766,0.004587575094774365,250,62,188,31,31,20,0.0,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_50,0.5,3,10,250,44,1.0513655499962624,0.8172052830341272,0.0040480540483258665,250,125,125,63,62,27,0.6444510295438639,success,
DTLZ2_m3_e1500,DTLZ2,NSGAIII,dvl_framework,dvl_75,0.75,3,10,1500,57,94.53445725700294,93.36362424692197,0.035915610613301396,1500,1125,375,1034,91,91,0.9279298309824973,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,pure_moea,pure_moea,0.0,3,10,250,45,0.08137107201036997,0.0,0.004515089938649908,250,0,250,0,0,17,0.0,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_25,0.25,3,10,250,45,0.49970864100032486,0.34692429202550557,0.005144209033460356,250,62,188,31,31,21,0.0,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_75,0.75,3,10,250,44,1.7468287969968515,1.4408742950472515,0.0054954620281932876,278,188,90,97,91,91,0.6443630854565822,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_50,0.5,3,10,250,45,1.125473748994409,0.8771177149901632,0.004785101977176964,250,125,125,63,62,24,0.49356785227729905,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,pure_moea,pure_moea,0.0,3,10,250,46,0.1393249230022775,0.0,0.0067384590656729415,250,0,250,0,0,18,0.0,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_25,0.25,3,10,250,46,0.5351682350010378,0.3694605689524906,0.009885673003736883,250,62,188,31,31,28,0.0,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_75,0.75,3,10,250,45,1.7794916479906533,1.4678554639249342,0.005149642951437272,278,188,90,97,91,91,0.747874653052625,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_50,0.5,3,10,250,46,1.0070872259966563,0.7890497240296099,0.0045212059922050685,250,125,125,63,62,18,0.43729663576985356,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,pure_moea,pure_moea,0.0,3,10,250,47,0.08662397399893962,0.0,0.004954504984198138,250,0,250,0,0,20,0.0,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_25,0.25,3,10,250,47,0.4872680690023117,0.3413185699755559,0.004726157072582282,250,62,188,31,31,21,0.0,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_75,0.75,3,10,250,46,1.859690982993925,1.5448299870331539,0.0057770620624069124,278,188,90,97,91,91,0.7285791936109797,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_50,0.5,3,10,250,47,1.1102392789907753,0.8808057109854417,0.004691623151302338,250,125,125,63,62,20,0.5860282921215759,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,pure_moea,pure_moea,0.0,3,10,250,48,0.0938921260094503,0.0,0.005167043942492455,250,0,250,0,0,23,0.0,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_25,0.25,3,10,250,48,0.46630443100002594,0.32172670995350927,0.004817943015950732,250,62,188,31,31,26,0.0,success,
DTLZ2_m3_e1500,DTLZ2,NSGAIII,dvl_framework,dvl_50,0.5,3,10,1500,59,77.26258725998923,75.42294782692625,0.03382269275607541,1500,750,750,659,91,84,0.9952801134322578,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_75,0.75,3,10,250,47,1.6405160290014464,1.3625443950295448,0.0043306649749865755,278,188,90,97,91,91,0.719200576254422,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,pure_moea,pure_moea,0.0,3,10,250,49,0.06050556999980472,0.0,0.0032344859355362132,250,0,250,0,0,19,0.0,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_50,0.5,3,10,250,48,1.0083678200026043,0.793535441000131,0.0051525758899515495,250,125,125,63,62,21,0.4325254869950759,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_25,0.25,3,10,250,49,0.44743441200989764,0.305037468962837,0.004897528910078108,250,62,188,31,31,21,0.0,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_75,0.75,3,10,250,48,1.7328547310025897,1.424800499007688,0.007341231917962432,278,188,90,97,91,91,0.7378075368802887,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_50,0.5,3,10,250,49,1.006034264995833,0.7923589110287139,0.004026218943181448,250,125,125,63,62,26,0.5660873734649183,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,pure_moea,pure_moea,0.0,3,10,250,50,0.09155584599648137,0.0,0.005179811065318063,250,0,250,0,0,13,0.0,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_25,0.25,3,10,250,50,0.5428857810038608,0.3805189090053318,0.004913531127385795,250,62,188,31,31,16,0.0,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_75,0.75,3,10,250,49,1.617528674993082,1.3342379139648983,0.0062651070329593495,278,188,90,97,91,91,0.7697391740522793,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,pure_moea,pure_moea,0.0,3,10,250,51,0.10706170200137421,0.0,0.004967730928910896,250,0,250,0,0,18,0.0,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_50,0.5,3,10,250,50,1.0240792260010494,0.799310524991597,0.0047677071270300075,250,125,125,63,62,21,0.48321908360956745,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_25,0.25,3,10,250,51,0.5460599429934518,0.38516831801098306,0.0048668539529899135,250,62,188,31,31,13,0.0,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_50,0.5,3,10,250,51,1.097070713993162,0.8661711750028189,0.004843317001359537,250,125,125,63,62,25,0.5094046379456325,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,pure_moea,pure_moea,0.0,3,10,250,52,0.09213818301213905,0.0,0.004954202071530744,250,0,250,0,0,11,0.0,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_75,0.75,3,10,250,50,2.028402769996319,1.669939544837689,0.0050391348340781406,278,188,90,97,91,91,0.6779784571302828,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_25,0.25,3,10,250,52,0.4774225099972682,0.35576599098567385,0.003066292905714363,250,62,188,31,31,20,0.0,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_75,0.75,3,10,250,51,1.6855657470005099,1.3947542130190413,0.005177811035537161,278,188,90,97,91,91,0.6931134249165314,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,pure_moea,pure_moea,0.0,3,10,250,53,0.08647270601068158,0.0,0.004844500974286348,250,0,250,0,0,18,0.0,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_50,0.5,3,10,250,52,0.9951860589935677,0.7797673930763267,0.0046062598848948255,250,125,125,63,62,18,0.39533211790437967,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_25,0.25,3,10,250,53,0.5146781770017697,0.3541802780237049,0.004700731980847195,250,62,188,31,31,14,0.0,success,
DTLZ2_m3_e1500,DTLZ2,NSGAIII,dvl_framework,dvl_25,0.25,3,10,1500,60,57.08709996199468,54.39709141891217,0.035273521149065346,1500,375,1125,284,91,88,0.9869354932090258,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,pure_moea,pure_moea,0.0,3,10,250,54,0.0923462280043168,0.0,0.0067683920642593876,250,0,250,0,0,20,0.0,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_75,0.75,3,10,250,52,1.6527810550032882,1.3633502250304446,0.004169320061919279,278,188,90,97,91,91,0.8166594177284231,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_50,0.5,3,10,250,53,0.9583489570068195,0.753599144067266,0.004500207054661587,250,125,125,63,62,17,0.5252369810489672,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_25,0.25,3,10,250,54,0.5011163549934281,0.3553408270236105,0.00493161594204139,250,62,188,31,31,26,0.0,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,pure_moea,pure_moea,0.0,3,10,250,55,0.06989492299908306,0.0,0.0041462599037913606,250,0,250,0,0,22,0.0,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_50,0.5,3,10,250,54,0.9333339599979809,0.731665814993903,0.004518441142863594,250,125,125,63,62,21,0.4178367487514498,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_25,0.25,3,10,250,55,0.49082114099292085,0.3430285269423621,0.005020108073949814,250,62,188,31,31,14,0.0,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_75,0.75,3,10,250,53,1.7582017090026056,1.4511935660702875,0.005185817906749435,278,188,90,97,91,91,0.7194031176292485,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,pure_moea,pure_moea,0.0,3,10,250,56,0.1618086890084669,0.0,0.0049942538171308115,250,0,250,0,0,19,0.0,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_75,0.75,3,10,250,54,1.6662203350133495,1.387121876105084,0.0037707911105826497,278,188,90,97,91,91,0.7416731547445029,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_25,0.25,3,10,250,56,0.521397706004791,0.3659911560243927,0.004517255147220567,250,62,188,31,31,22,0.0,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_50,0.5,3,10,250,55,1.0630294540023897,0.8391477939876495,0.004743596073240042,250,125,125,63,62,17,0.42233611131557036,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,pure_moea,pure_moea,0.0,3,10,250,57,0.09102578900638036,0.0,0.005170364980585873,250,0,250,0,0,18,0.0,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_25,0.25,3,10,250,57,0.5112395820033271,0.358209974001511,0.005034450063249096,250,62,188,31,31,12,0.01410752381321195,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_75,0.75,3,10,250,55,1.6889695860008942,1.3943281790125184,0.005019969015847892,278,188,90,97,91,91,0.7011141679128323,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_50,0.5,3,10,250,56,0.9849460599943995,0.7710707770311274,0.004404913983307779,250,125,125,63,62,21,0.3772386382217581,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,pure_moea,pure_moea,0.0,3,10,250,58,0.08532738999929279,0.0,0.004881882050540298,250,0,250,0,0,22,0.0,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_25,0.25,3,10,250,58,0.46172680200834293,0.3184424249775475,0.004741292024846189,250,62,188,31,31,22,0.0,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_50,0.5,3,10,250,57,1.0264962799992645,0.8071096310304711,0.004526693024672568,250,125,125,63,62,23,0.35031146656317314,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_75,0.75,3,10,250,56,1.781595214997651,1.4681515269330703,0.004966928099747747,278,188,90,97,91,91,0.6352350638053225,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,pure_moea,pure_moea,0.0,3,10,250,59,0.08684481300588232,0.0,0.0048598659195704386,250,0,250,0,0,18,0.0,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_25,0.25,3,10,250,59,0.48305180699389894,0.3377372379327426,0.004738001895020716,250,62,188,31,31,19,0.0,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_50,0.5,3,10,250,58,0.9442263999953866,0.7340515960386256,0.006505855970317498,250,125,125,63,62,31,0.4456315041659626,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_75,0.75,3,10,250,57,1.6974416759912856,1.4033692460507154,0.005151619858224876,278,188,90,97,91,91,0.7012550412629125,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,pure_moea,pure_moea,0.0,3,10,250,60,0.08694500400451943,0.0,0.00524469482479617,250,0,250,0,0,20,0.0,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_25,0.25,3,10,250,60,0.48974787100451067,0.34354972795699723,0.0049166969693033025,250,62,188,31,31,12,0.0,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_50,0.5,3,10,250,59,1.0413632620038697,0.8199852621328318,0.0046249179722508416,250,125,125,63,62,13,0.4796227468950023,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_75,0.75,3,10,250,58,1.7209912469988922,1.4196203380124643,0.005130833073053509,278,188,90,97,91,91,0.7277433220257646,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,pure_moea,pure_moea,0.0,3,10,250,61,0.0964331349969143,0.0,0.008251805003965273,250,0,250,0,0,17,0.0,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_75,0.75,3,10,250,59,1.6736506349989213,1.3843443141377065,0.006843434108304791,278,188,90,97,91,91,0.5835082033888439,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_25,0.25,3,10,250,61,0.5631170169945108,0.3885693159827497,0.004897801802144386,250,62,188,31,31,23,0.0,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_50,0.5,3,10,250,60,1.0517472549981903,0.8270212729257764,0.004739445837913081,250,125,125,63,62,17,0.5068301444322959,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,pure_moea,pure_moea,0.0,3,10,250,42,0.13280849999864586,0.0,0.004586390248732641,250,0,250,0,0,91,0.0,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,dvl_framework,dvl_25,0.25,3,10,250,42,0.5074226300057489,0.34341256697371136,0.0051961080316687,250,62,188,31,31,91,0.0,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_50,0.5,3,10,250,61,1.0312914319947595,0.8113064890785608,0.004386876069474965,250,125,125,63,62,23,0.3990124695154507,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_75,0.75,3,10,250,60,1.8757999950030353,1.5386990449915174,0.005064875207608566,278,188,90,97,91,91,0.7009338990779835,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,pure_moea,pure_moea,0.0,3,10,250,43,0.12700139499793295,0.0,0.004512360959779471,250,0,250,0,0,91,0.0,success,
DTLZ3_m3_e250,DTLZ3,MOEAD,dvl_framework,dvl_75,0.75,3,10,250,61,1.704056816000957,1.406643549882574,0.0071690851473249495,278,188,90,97,91,91,0.7239489690475176,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,dvl_framework,dvl_50,0.5,3,10,250,42,1.0215439390012762,0.8154179200064391,0.005170111995539628,250,125,125,63,62,1,0.3892775286575455,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,dvl_framework,dvl_25,0.25,3,10,250,43,0.49271870699885767,0.34258939896244556,0.005096094042528421,250,62,188,31,31,91,0.0,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,pure_moea,pure_moea,0.0,3,10,250,44,0.10267484599899035,0.0,0.004179586860118434,250,0,250,0,0,91,0.0,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,dvl_framework,dvl_25,0.25,3,10,250,44,0.5094476279919036,0.34723551601928193,0.00699493516003713,250,62,188,31,31,91,0.0,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,dvl_framework,dvl_75,0.75,3,10,250,42,1.626114711005357,1.3607327839999925,0.0070027489855419844,250,188,62,97,91,1,0.5307666676974503,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,dvl_framework,dvl_50,0.5,3,10,250,43,0.9920899059943622,0.791097258013906,0.00520387505821418,250,125,125,63,62,1,0.668323929508596,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,pure_moea,pure_moea,0.0,3,10,250,45,0.1341233779967297,0.0,0.004726557061076164,250,0,250,0,0,91,0.0,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,dvl_framework,dvl_75,0.75,3,10,250,43,1.651514748999034,1.3702506610570708,0.0051187190401833504,250,188,62,97,91,1,0.6967108840969045,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,dvl_framework,dvl_25,0.25,3,10,250,45,0.5339690359978704,0.36363890099164564,0.006288650081842206,250,62,188,31,31,91,0.055085888275415544,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,dvl_framework,dvl_50,0.5,3,10,250,44,1.012515993003035,0.80385911904159,0.005247136010439135,250,125,125,63,62,1,0.6444510295438639,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,pure_moea,pure_moea,0.0,3,10,250,46,0.12906436499906704,0.0,0.004638634112779982,250,0,250,0,0,91,0.0,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,dvl_framework,dvl_25,0.25,3,10,250,46,0.5299019269878045,0.3629969679750502,0.005243184219580144,250,62,188,31,31,91,0.0,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,dvl_framework,dvl_75,0.75,3,10,250,44,1.6437232430034783,1.3701641409570584,0.004921754967654124,250,188,62,97,91,1,0.6443630854565822,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,dvl_framework,dvl_50,0.5,3,10,250,45,1.0117650249885628,0.8083633760397788,0.005167044015252031,250,125,125,63,62,1,0.49356785227729905,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,pure_moea,pure_moea,0.0,3,10,250,47,0.13705963800020982,0.0,0.004702331993030384,250,0,250,0,0,91,0.0,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,dvl_framework,dvl_25,0.25,3,10,250,47,0.5206169430020964,0.36960151998209767,0.005275501011055894,250,62,188,31,31,91,0.0,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,dvl_framework,dvl_50,0.5,3,10,250,46,1.0177458599937381,0.8130806779954582,0.005245709995506331,250,125,125,63,62,1,0.43729663576985356,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,dvl_framework,dvl_75,0.75,3,10,250,45,1.7859675439976854,1.4852638810989447,0.005825122163514607,250,188,62,97,91,1,0.747874653052625,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,pure_moea,pure_moea,0.0,3,10,250,48,0.12515758999506943,0.0,0.004438180971192196,250,0,250,0,0,91,0.0,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,dvl_framework,dvl_25,0.25,3,10,250,48,0.5969042540091323,0.4183579840173479,0.0053105679544387385,250,62,188,31,31,91,0.0,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,dvl_framework,dvl_75,0.75,3,10,250,46,1.7261780239932705,1.4322874090576079,0.004988948043319397,250,188,62,97,91,1,0.7285791936109797,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,dvl_framework,dvl_50,0.5,3,10,250,47,1.1769639770063804,0.9332389390619937,0.005261559068458155,250,125,125,63,62,1,0.5860282921215759,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,pure_moea,pure_moea,0.0,3,10,250,49,0.13152109298971482,0.0,0.004736157876322977,250,0,250,0,0,91,0.0,success,
DTLZ2_m3_e1500,DTLZ2,NSGAIII,dvl_framework,dvl_75,0.75,3,10,1500,58,98.76651565999782,97.5758199980337,0.03437811083858833,1500,1125,375,1034,91,88,0.9469270582836447,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,dvl_framework,dvl_25,0.25,3,10,250,49,0.5071791670052335,0.35150122798222583,0.005334258064976893,250,62,188,31,31,91,0.0,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,dvl_framework,dvl_75,0.75,3,10,250,47,1.7639439010090427,1.4655538780498318,0.00512338915723376,250,188,62,97,91,1,0.719200576254422,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,dvl_framework,dvl_50,0.5,3,10,250,48,1.038428373998613,0.8274320440250449,0.005576748983003199,250,125,125,63,62,1,0.4325254869950759,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,pure_moea,pure_moea,0.0,3,10,250,50,0.14528651200816967,0.0,0.005229815054917708,250,0,250,0,0,91,0.0,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,dvl_framework,dvl_50,0.5,3,10,250,49,1.0125701959914295,0.8095629480085336,0.005381996132200584,250,125,125,63,62,1,0.5660873734649183,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,dvl_framework,dvl_25,0.25,3,10,250,50,0.5194250880012987,0.3618847120233113,0.005083633863250725,250,62,188,31,31,91,0.14755393143437887,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,dvl_framework,dvl_75,0.75,3,10,250,48,1.5661045919987373,1.3039782580308383,0.006263947085244581,250,188,62,97,91,1,0.7378075368802887,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,pure_moea,pure_moea,0.0,3,10,250,51,0.12584515698836185,0.0,0.004471676962566562,250,0,250,0,0,91,0.0,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,dvl_framework,dvl_50,0.5,3,10,250,50,1.0100594840041595,0.8083058809133945,0.005062667027232237,250,125,125,63,62,1,0.48321908360956745,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,dvl_framework,dvl_25,0.25,3,10,250,51,0.534807930001989,0.37288609505048953,0.004888128998572938,250,62,188,31,31,91,0.0,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,pure_moea,pure_moea,0.0,3,10,250,52,0.1268253900052514,0.0,0.004060377934365533,250,0,250,0,0,91,0.0,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,dvl_framework,dvl_50,0.5,3,10,250,51,0.9781060120003531,0.7826541989197722,0.004989442983060144,250,125,125,63,62,1,0.5094046379456325,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,dvl_framework,dvl_75,0.75,3,10,250,49,1.7163347190071363,1.4250487760436954,0.005234396827290766,250,188,62,97,91,1,0.7697391740522793,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,dvl_framework,dvl_25,0.25,3,10,250,52,0.445034331001807,0.3101771749788895,0.004939627993735485,250,62,188,31,31,91,0.05409772999757546,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,pure_moea,pure_moea,0.0,3,10,250,53,0.12610991099791136,0.0,0.004489824903430417,250,0,250,0,0,91,0.0,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,dvl_framework,dvl_75,0.75,3,10,250,50,1.6204120740003418,1.3526500410371227,0.005212404954363592,250,188,62,97,91,1,0.6779784571302828,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,dvl_framework,dvl_25,0.25,3,10,250,53,0.4649291770037962,0.32104598099249415,0.006534255124279298,250,62,188,31,31,91,0.0,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,dvl_framework,dvl_50,0.5,3,10,250,52,0.9621350820088992,0.765573210970615,0.005162061090231873,250,125,125,63,62,1,0.39533211790437967,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,pure_moea,pure_moea,0.0,3,10,250,54,0.13420145699637942,0.0,0.004719388991361484,250,0,250,0,0,91,0.0,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,dvl_framework,dvl_75,0.75,3,10,250,51,1.697670621011639,1.4127347719477257,0.00722800093353726,250,188,62,97,91,1,0.6931134249165314,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,dvl_framework,dvl_50,0.5,3,10,250,53,0.9772782390064094,0.7640134969115024,0.005171709053684026,250,125,125,63,62,91,0.632533313529777,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,dvl_framework,dvl_25,0.25,3,10,250,54,0.4968381649960065,0.34776099999726284,0.005336087109753862,250,62,188,31,31,91,0.0,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,pure_moea,pure_moea,0.0,3,10,250,55,0.09540686500258744,0.0,0.0032173399958992377,250,0,250,0,0,91,0.0,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,dvl_framework,dvl_75,0.75,3,10,250,52,1.7384646229911596,1.4518600750307087,0.005081571056507528,250,188,62,97,91,1,0.8166594177284231,success,
DTLZ3_m3_e250,DTLZ3,NSGAII,dvl_framework,dvl_50,0.5,3,10,250,54,0.8809565370029304,0.704268216912169,0.004284182999981567,250,125,125,63,62,1,0.4178367487514498,success,
